bucket,sex,race,overall,position,letter,count
25-34,m,native,0,3,H,45
25-34,m,native,0,3,A,444
25-34,m,native,0,3,X,65
25-34,m,native,0,3,D,160
25-34,m,native,0,3,U,453
25-34,m,native,0,3,R,199
25-34,m,native,0,3,T,426
25-34,m,native,0,3,B,369
25-34,m,native,0,3,N,563
25-34,m,native,0,3,E,223
25-34,m,native,0,3,P,157
25-34,m,native,0,3,S,71
25-34,m,native,0,3,F,8
25-34,m,native,0,3,C,14
25-34,m,native,0,3,V,33
25-34,m,native,0,4,E,136
25-34,m,native,0,4,U,66
25-34,m,native,0,4,A,228
25-34,m,native,0,4,T,85
25-34,m,native,0,4,B,177
25-34,m,native,0,4,N,193
25-34,m,native,0,4,X,41
25-34,m,native,0,4,R,82
25-34,m,native,0,4,D,90
25-34,m,native,0,4,P,75
25-34,m,native,0,4,S,24
25-34,m,native,0,4,F,8
25-34,m,native,0,4,V,12
25-34,m,native,0,4,C,2
25-34,m,native,0,4,H,1
25-34,m,native,0,5,B,32
25-34,m,native,0,5,P,49
25-34,m,native,0,5,E,69
25-34,m,native,0,5,N,79
25-34,m,native,0,5,X,26
25-34,m,native,0,5,U,23
25-34,m,native,0,5,A,50
25-34,m,native,0,5,T,29
25-34,m,native,0,5,R,26
25-34,m,native,0,5,D,27
25-34,m,native,0,5,F,4
25-34,m,native,0,5,S,5
25-34,m,native,0,5,H,1
25-34,m,native,0,5,V,4
25-34,m,native,0,5,C,1
25-34,m,native,0,6,A,7
25-34,m,native,0,6,D,7
25-34,m,native,0,6,R,7
25-34,m,native,0,6,U,4
25-34,m,native,0,6,E,14
25-34,m,native,0,6,T,6
25-34,m,native,0,6,X,7
25-34,m,native,0,6,N,13
25-34,m,native,0,6,B,14
25-34,m,native,0,6,C,1
25-34,m,native,0,6,S,3
25-34,m,native,0,6,P,6
25-34,m,native,0,6,F,1
25-34,m,native,0,7,B,4
25-34,m,native,0,7,R,2
25-34,m,native,0,7,D,1
25-34,m,native,0,7,N,2
25-34,m,native,0,7,S,1
25-34,m,native,0,7,X,3
25-34,m,native,0,7,E,2
25-34,m,native,0,7,U,1
25-34,m,native,0,8,E,1
25-34,m,native,0,8,D,1
25-34,m,native,0,8,N,1
25-34,m,native,0,8,U,1
25-34,m,native,0,8,A,1
35-44,f,native,0,1,B,768
35-44,f,native,0,1,A,1127
35-44,f,native,0,1,P,1048
35-44,f,native,0,1,T,677
35-44,f,native,0,1,C,543
35-44,f,native,0,1,N,977
35-44,f,native,0,1,U,173
35-44,f,native,0,1,D,549
35-44,f,native,0,1,S,367
35-44,f,native,0,1,R,412
35-44,f,native,0,1,E,332
35-44,f,native,0,1,F,15
35-44,f,native,0,1,H,17
35-44,f,native,0,1,X,61
35-44,f,native,0,1,V,198
35-44,f,native,0,2,D,830
35-44,f,native,0,2,B,693
35-44,f,native,0,2,X,124
35-44,f,native,0,2,A,511
35-44,f,native,0,2,S,185
35-44,f,native,0,2,N,1017
35-44,f,native,0,2,R,542
35-44,f,native,0,2,E,433
35-44,f,native,0,2,U,110
35-44,f,native,0,2,H,134
35-44,f,native,0,2,F,19
35-44,f,native,0,2,P,167
35-44,f,native,0,2,C,61
35-44,f,native,0,2,T,285
35-44,f,native,0,2,V,116
35-44,f,native,0,3,N,813
35-44,f,native,0,3,P,126
35-44,f,native,0,3,D,307
35-44,f,native,0,3,E,357
35-44,f,native,0,3,B,460
35-44,f,native,0,3,A,257
35-44,f,native,0,3,T,127
35-44,f,native,0,3,R,313
35-44,f,native,0,3,U,182
35-44,f,native,0,3,S,25
35-44,f,native,0,3,C,26
35-44,f,native,0,3,H,13
35-44,f,native,0,3,X,30
35-44,f,native,0,3,F,7
35-44,f,native,0,3,V,38
35-44,f,native,0,4,D,109
35-44,f,native,0,4,N,229
35-44,f,native,0,4,B,220
35-44,f,native,0,4,E,203
35-44,f,native,0,4,R,126
35-44,f,native,0,4,A,163
35-44,f,native,0,4,P,63
35-44,f,native,0,4,U,32
35-44,f,native,0,4,S,8
35-44,f,native,0,4,T,39
35-44,f,native,0,4,X,20
35-44,f,native,0,4,C,15
35-44,f,native,0,4,H,1
35-44,f,native,0,4,V,24
35-44,f,native,0,4,F,6
35-44,f,native,0,5,A,47
35-44,f,native,0,5,E,78
35-44,f,native,0,5,U,15
35-44,f,native,0,5,P,29
35-44,f,native,0,5,C,6
35-44,f,native,0,5,R,33
35-44,f,native,0,5,B,44
35-44,f,native,0,5,N,51
35-44,f,native,0,5,X,12
35-44,f,native,0,5,F,5
35-44,f,native,0,5,T,18
35-44,f,native,0,5,D,36
35-44,f,native,0,5,S,5
35-44,f,native,0,5,H,2
35-44,f,native,0,5,V,8
35-44,f,native,0,6,R,5
35-44,f,native,0,6,U,8
35-44,f,native,0,6,B,14
35-44,f,native,0,6,N,14
35-44,f,native,0,6,A,9
35-44,f,native,0,6,E,17
35-44,f,native,0,6,T,2
35-44,f,native,0,6,P,8
35-44,f,native,0,6,C,3
35-44,f,native,0,6,X,4
35-44,f,native,0,6,D,4
35-44,f,native,0,6,F,1
35-44,f,native,0,6,V,2
35-44,f,native,0,7,P,4
35-44,f,native,0,7,E,3
35-44,f,native,0,7,A,1
35-44,f,native,0,7,U,3
35-44,f,native,0,7,B,2
35-44,f,native,0,7,D,2
35-44,f,native,0,8,A,1
35-44,f,native,0,8,U,1
15-24,m,black,0,1,B,2344
15-24,m,black,0,1,S,24454
15-24,m,black,0,1,T,25967
15-24,m,black,0,1,N,4882
15-24,m,black,0,1,D,301
15-24,m,black,0,1,R,1297
15-24,m,black,0,1,C,1366
15-24,m,black,0,1,H,1140
15-24,m,black,0,1,E,751
15-24,m,black,0,1,P,4306
15-24,m,black,0,1,U,498
15-24,m,black,0,1,X,453
15-24,m,black,0,1,A,68
15-24,m,black,0,1,F,22
15-24,m,black,0,1,V,197
15-24,m,black,0,2,H,29803
15-24,m,black,0,2,T,8479
15-24,m,black,0,2,X,2346
15-24,m,black,0,2,R,1396
15-24,m,black,0,2,U,850
15-24,m,black,0,2,S,4013
15-24,m,black,0,2,B,2081
15-24,m,black,0,2,N,2244
15-24,m,black,0,2,E,746
15-24,m,black,0,2,C,220
15-24,m,black,0,2,D,234
15-24,m,black,0,2,P,247
15-24,m,black,0,2,F,91
15-24,m,black,0,2,A,442
15-24,m,black,0,2,V,139
15-24,m,black,0,3,N,1088
15-24,m,black,0,3,T,14234
15-24,m,black,0,3,B,935
15-24,m,black,0,3,H,2238
15-24,m,black,0,3,R,631
15-24,m,black,0,3,S,625
15-24,m,black,0,3,U,655
15-24,m,black,0,3,D,123
15-24,m,black,0,3,E,380
15-24,m,black,0,3,P,238
15-24,m,black,0,3,A,221
15-24,m,black,0,3,X,202
15-24,m,black,0,3,F,23
15-24,m,black,0,3,C,69
15-24,m,black,0,3,V,59
15-24,m,black,0,4,E,147
15-24,m,black,0,4,B,247
15-24,m,black,0,4,N,312
15-24,m,black,0,4,R,203
15-24,m,black,0,4,T,255
15-24,m,black,0,4,D,56
15-24,m,black,0,4,A,115
15-24,m,black,0,4,F,5
15-24,m,black,0,4,U,81
15-24,m,black,0,4,P,87
15-24,m,black,0,4,S,28
15-24,m,black,0,4,X,36
15-24,m,black,0,4,H,20
15-24,m,black,0,4,C,28
15-24,m,black,0,4,V,17
15-24,m,black,0,5,E,47
15-24,m,black,0,5,P,29
15-24,m,black,0,5,R,40
15-24,m,black,0,5,N,73
15-24,m,black,0,5,B,40
15-24,m,black,0,5,H,6
15-24,m,black,0,5,C,3
15-24,m,black,0,5,X,23
15-24,m,black,0,5,T,55
15-24,m,black,0,5,U,29
15-24,m,black,0,5,D,23
15-24,m,black,0,5,A,12
15-24,m,black,0,5,F,2
15-24,m,black,0,5,S,13
15-24,m,black,0,5,V,4
15-24,m,black,0,6,B,12
15-24,m,black,0,6,E,11
15-24,m,black,0,6,U,8
15-24,m,black,0,6,A,3
15-24,m,black,0,6,T,1
15-24,m,black,0,6,N,7
15-24,m,black,0,6,X,4
15-24,m,black,0,6,R,4
15-24,m,black,0,6,P,2
15-24,m,black,0,6,D,8
15-24,m,black,0,6,V,1
15-24,m,black,0,7,E,2
15-24,m,black,0,7,B,1
15-24,m,black,0,7,T,1
45-54,f,asian,0,1,R,785
45-54,f,asian,0,1,C,9109
45-54,f,asian,0,1,B,2862
45-54,f,asian,0,1,N,2116
45-54,f,asian,0,1,T,871
45-54,f,asian,0,1,E,533
45-54,f,asian,0,1,P,390
45-54,f,asian,0,1,U,112
45-54,f,asian,0,1,S,457
45-54,f,asian,0,1,D,403
45-54,f,asian,0,1,A,261
45-54,f,asian,0,1,X,47
45-54,f,asian,0,1,F,21
45-54,f,asian,0,1,H,8
45-54,f,asian,0,1,V,404
45-54,f,asian,0,2,N,3024
45-54,f,asian,0,2,R,1859
45-54,f,asian,0,2,D,838
45-54,f,asian,0,2,E,767
45-54,f,asian,0,2,H,152
45-54,f,asian,0,2,B,2322
45-54,f,asian,0,2,S,454
45-54,f,asian,0,2,P,61
45-54,f,asian,0,2,U,156
45-54,f,asian,0,2,T,371
45-54,f,asian,0,2,C,549
45-54,f,asian,0,2,F,35
45-54,f,asian,0,2,X,130
45-54,f,asian,0,2,A,90
45-54,f,asian,0,2,V,162
45-54,f,asian,0,3,B,1209
45-54,f,asian,0,3,N,1349
45-54,f,asian,0,3,R,708
45-54,f,asian,0,3,A,59
45-54,f,asian,0,3,C,263
45-54,f,asian,0,3,E,575
45-54,f,asian,0,3,T,192
45-54,f,asian,0,3,D,275
45-54,f,asian,0,3,S,30
45-54,f,asian,0,3,P,24
45-54,f,asian,0,3,U,123
45-54,f,asian,0,3,H,10
45-54,f,asian,0,3,X,33
45-54,f,asian,0,3,F,11
45-54,f,asian,0,3,V,67
45-54,f,asian,0,4,E,347
45-54,f,asian,0,4,N,290
45-54,f,asian,0,4,X,13
45-54,f,asian,0,4,D,124
45-54,f,asian,0,4,B,368
45-54,f,asian,0,4,R,204
45-54,f,asian,0,4,C,95
45-54,f,asian,0,4,P,10
45-54,f,asian,0,4,T,51
45-54,f,asian,0,4,U,75
45-54,f,asian,0,4,F,12
45-54,f,asian,0,4,A,23
45-54,f,asian,0,4,S,11
45-54,f,asian,0,4,H,1
45-54,f,asian,0,4,V,14
45-54,f,asian,0,5,B,63
45-54,f,asian,0,5,E,104
45-54,f,asian,0,5,D,40
45-54,f,asian,0,5,C,14
45-54,f,asian,0,5,R,51
45-54,f,asian,0,5,T,12
45-54,f,asian,0,5,N,63
45-54,f,asian,0,5,U,21
45-54,f,asian,0,5,S,4
45-54,f,asian,0,5,A,12
45-54,f,asian,0,5,P,5
45-54,f,asian,0,5,X,8
45-54,f,asian,0,5,H,1
45-54,f,asian,0,5,F,3
45-54,f,asian,0,5,V,7
45-54,f,asian,0,6,E,12
45-54,f,asian,0,6,B,12
45-54,f,asian,0,6,N,13
45-54,f,asian,0,6,R,5
45-54,f,asian,0,6,T,2
45-54,f,asian,0,6,A,3
45-54,f,asian,0,6,C,5
45-54,f,asian,0,6,P,6
45-54,f,asian,0,6,D,6
45-54,f,asian,0,6,U,8
45-54,f,asian,0,6,S,1
45-54,f,asian,0,6,X,1
45-54,f,asian,0,6,V,1
45-54,f,asian,0,6,F,2
45-54,f,asian,0,7,B,3
45-54,f,asian,0,7,T,2
45-54,f,asian,0,7,U,5
45-54,f,asian,0,7,P,2
45-54,f,asian,0,7,E,1
45-54,f,asian,0,7,D,1
45-54,f,asian,0,7,F,1
45-54,f,asian,0,8,U,1
45-54,f,asian,0,8,D,1
ALL,f,asian,0,1,R,32979
ALL,f,asian,0,1,C,90781
ALL,f,asian,0,1,B,119454
ALL,f,asian,0,1,N,92793
ALL,f,asian,0,1,D,9495
ALL,f,asian,0,1,E,17085
ALL,f,asian,0,1,T,7335
ALL,f,asian,0,1,S,5626
ALL,f,asian,0,1,F,1748
ALL,f,asian,0,1,U,1021
ALL,f,asian,0,1,H,73
ALL,f,asian,0,1,X,1005
ALL,f,asian,0,1,P,2120
ALL,f,asian,0,1,A,888
ALL,f,asian,0,1,V,9630
ALL,f,asian,0,2,N,77292
ALL,f,asian,0,2,C,8066
ALL,f,asian,0,2,B,64612
ALL,f,asian,0,2,R,42898
ALL,f,asian,0,2,E,27536
ALL,f,asian,0,2,U,1971
ALL,f,asian,0,2,D,10697
ALL,f,asian,0,2,H,925
ALL,f,asian,0,2,T,3746
ALL,f,asian,0,2,S,4944
ALL,f,asian,0,2,F,2313
ALL,f,asian,0,2,X,2111
ALL,f,asian,0,2,P,268
ALL,f,asian,0,2,A,418
ALL,f,asian,0,2,V,3807
ALL,f,asian,0,3,B,31918
ALL,f,asian,0,3,R,16284
ALL,f,asian,0,3,N,31235
ALL,f,asian,0,3,E,21477
ALL,f,asian,0,3,T,2724
ALL,f,asian,0,3,D,4880
ALL,f,asian,0,3,S,950
ALL,f,asian,0,3,U,1574
ALL,f,asian,0,3,C,4873
ALL,f,asian,0,3,F,787
ALL,f,asian,0,3,A,269
ALL,f,asian,0,3,X,703
ALL,f,asian,0,3,P,172
ALL,f,asian,0,3,H,108
ALL,f,asian,0,3,V,1393
ALL,f,asian,0,4,E,9882
ALL,f,asian,0,4,D,2608
ALL,f,asian,0,4,N,7023
ALL,f,asian,0,4,B,8367
ALL,f,asian,0,4,C,2050
ALL,f,asian,0,4,R,4360
ALL,f,asian,0,4,F,625
ALL,f,asian,0,4,T,928
ALL,f,asian,0,4,U,1269
ALL,f,asian,0,4,S,336
ALL,f,asian,0,4,X,343
ALL,f,asian,0,4,P,74
ALL,f,asian,0,4,A,128
ALL,f,asian,0,4,H,3
ALL,f,asian,0,4,V,552
ALL,f,asian,0,5,B,1509
ALL,f,asian,0,5,R,807
ALL,f,asian,0,5,D,884
ALL,f,asian,0,5,X,194
ALL,f,asian,0,5,N,1312
ALL,f,asian,0,5,C,530
ALL,f,asian,0,5,F,320
ALL,f,asian,0,5,U,712
ALL,f,asian,0,5,E,2440
ALL,f,asian,0,5,T,242
ALL,f,asian,0,5,S,113
ALL,f,asian,0,5,P,33
ALL,f,asian,0,5,A,37
ALL,f,asian,0,5,H,5
ALL,f,asian,0,5,V,131
ALL,f,asian,0,6,E,356
ALL,f,asian,0,6,D,162
ALL,f,asian,0,6,U,218
ALL,f,asian,0,6,C,99
ALL,f,asian,0,6,S,37
ALL,f,asian,0,6,R,98
ALL,f,asian,0,6,N,181
ALL,f,asian,0,6,T,53
ALL,f,asian,0,6,F,96
ALL,f,asian,0,6,B,225
ALL,f,asian,0,6,X,69
ALL,f,asian,0,6,A,7
ALL,f,asian,0,6,P,7
ALL,f,asian,0,6,V,21
ALL,f,asian,0,6,H,1
ALL,f,asian,0,7,N,20
ALL,f,asian,0,7,U,47
ALL,f,asian,0,7,E,54
ALL,f,asian,0,7,B,29
ALL,f,asian,0,7,X,6
ALL,f,asian,0,7,R,16
ALL,f,asian,0,7,F,20
ALL,f,asian,0,7,T,7
ALL,f,asian,0,7,P,6
ALL,f,asian,0,7,C,18
ALL,f,asian,0,7,D,26
ALL,f,asian,0,7,S,5
ALL,f,asian,0,7,V,2
ALL,f,asian,0,7,A,2
ALL,f,asian,0,8,S,1
ALL,f,asian,0,8,U,9
ALL,f,asian,0,8,E,3
ALL,f,asian,0,8,C,1
ALL,f,asian,0,8,N,4
ALL,f,asian,0,8,R,2
ALL,f,asian,0,8,X,2
ALL,f,asian,0,8,F,2
ALL,f,asian,0,8,D,3
ALL,f,asian,0,8,B,2
UNDER65,f,asian,0,1,R,3584
UNDER65,f,asian,0,1,C,30487
UNDER65,f,asian,0,1,B,11566
UNDER65,f,asian,0,1,N,9782
UNDER65,f,asian,0,1,S,2426
UNDER65,f,asian,0,1,E,2297
UNDER65,f,asian,0,1,T,4421
UNDER65,f,asian,0,1,U,508
UNDER65,f,asian,0,1,D,1624
UNDER65,f,asian,0,1,H,57
UNDER65,f,asian,0,1,X,223
UNDER65,f,asian,0,1,A,744
UNDER65,f,asian,0,1,P,1884
UNDER65,f,asian,0,1,F,112
UNDER65,f,asian,0,1,V,1599
UNDER65,f,asian,0,2,N,11721
UNDER65,f,asian,0,2,B,8975
UNDER65,f,asian,0,2,R,7272
UNDER65,f,asian,0,2,D,2905
UNDER65,f,asian,0,2,E,3312
UNDER65,f,asian,0,2,T,1933
UNDER65,f,asian,0,2,U,743
UNDER65,f,asian,0,2,H,749
UNDER65,f,asian,0,2,S,2236
UNDER65,f,asian,0,2,C,1993
UNDER65,f,asian,0,2,F,202
UNDER65,f,asian,0,2,P,207
UNDER65,f,asian,0,2,X,690
UNDER65,f,asian,0,2,A,345
UNDER65,f,asian,0,2,V,673
UNDER65,f,asian,0,3,B,4735
UNDER65,f,asian,0,3,R,2785
UNDER65,f,asian,0,3,N,5364
UNDER65,f,asian,0,3,E,2497
UNDER65,f,asian,0,3,T,889
UNDER65,f,asian,0,3,U,521
UNDER65,f,asian,0,3,C,977
UNDER65,f,asian,0,3,A,203
UNDER65,f,asian,0,3,X,147
UNDER65,f,asian,0,3,D,1049
UNDER65,f,asian,0,3,S,130
UNDER65,f,asian,0,3,P,123
UNDER65,f,asian,0,3,H,81
UNDER65,f,asian,0,3,F,45
UNDER65,f,asian,0,3,V,247
UNDER65,f,asian,0,4,D,498
UNDER65,f,asian,0,4,E,1328
UNDER65,f,asian,0,4,R,782
UNDER65,f,asian,0,4,N,1182
UNDER65,f,asian,0,4,B,1451
UNDER65,f,asian,0,4,T,201
UNDER65,f,asian,0,4,X,70
UNDER65,f,asian,0,4,U,248
UNDER65,f,asian,0,4,C,360
UNDER65,f,asian,0,4,P,43
UNDER65,f,asian,0,4,A,94
UNDER65,f,asian,0,4,S,38
UNDER65,f,asian,0,4,F,35
UNDER65,f,asian,0,4,H,3
UNDER65,f,asian,0,4,V,84
UNDER65,f,asian,0,5,B,259
UNDER65,f,asian,0,5,R,179
UNDER65,f,asian,0,5,E,388
UNDER65,f,asian,0,5,D,185
UNDER65,f,asian,0,5,S,16
UNDER65,f,asian,0,5,U,122
UNDER65,f,asian,0,5,T,52
UNDER65,f,asian,0,5,N,217
UNDER65,f,asian,0,5,C,64
UNDER65,f,asian,0,5,P,19
UNDER65,f,asian,0,5,A,26
UNDER65,f,asian,0,5,F,18
UNDER65,f,asian,0,5,X,30
UNDER65,f,asian,0,5,H,2
UNDER65,f,asian,0,5,V,25
UNDER65,f,asian,0,6,D,31
UNDER65,f,asian,0,6,E,61
UNDER65,f,asian,0,6,U,36
UNDER65,f,asian,0,6,T,7
UNDER65,f,asian,0,6,B,44
UNDER65,f,asian,0,6,N,37
UNDER65,f,asian,0,6,R,23
UNDER65,f,asian,0,6,S,4
UNDER65,f,asian,0,6,A,5
UNDER65,f,asian,0,6,C,15
UNDER65,f,asian,0,6,P,6
UNDER65,f,asian,0,6,X,8
UNDER65,f,asian,0,6,F,8
UNDER65,f,asian,0,6,V,4
UNDER65,f,asian,0,7,N,5
UNDER65,f,asian,0,7,B,7
UNDER65,f,asian,0,7,T,3
UNDER65,f,asian,0,7,P,3
UNDER65,f,asian,0,7,U,12
UNDER65,f,asian,0,7,E,4
UNDER65,f,asian,0,7,R,2
UNDER65,f,asian,0,7,D,4
UNDER65,f,asian,0,7,F,3
UNDER65,f,asian,0,7,X,1
UNDER65,f,asian,0,7,C,2
UNDER65,f,asian,0,7,A,2
UNDER65,f,asian,0,7,S,1
UNDER65,f,asian,0,8,S,1
UNDER65,f,asian,0,8,U,4
UNDER65,f,asian,0,8,R,1
UNDER65,f,asian,0,8,X,1
UNDER65,f,asian,0,8,B,1
UNDER65,f,asian,0,8,D,1
5-14,f,native,0,1,N,93
5-14,f,native,0,1,S,91
5-14,f,native,0,1,T,162
5-14,f,native,0,1,C,39
5-14,f,native,0,1,B,22
5-14,f,native,0,1,R,28
5-14,f,native,0,1,X,8
5-14,f,native,0,1,E,16
5-14,f,native,0,1,U,12
5-14,f,native,0,1,D,3
5-14,f,native,0,1,H,9
5-14,f,native,0,1,P,13
5-14,f,native,0,1,V,2
5-14,f,native,0,2,R,25
5-14,f,native,0,2,H,24
5-14,f,native,0,2,X,23
5-14,f,native,0,2,S,58
5-14,f,native,0,2,B,25
5-14,f,native,0,2,T,89
5-14,f,native,0,2,E,5
5-14,f,native,0,2,D,5
5-14,f,native,0,2,C,4
5-14,f,native,0,2,N,35
5-14,f,native,0,2,A,6
5-14,f,native,0,2,F,2
5-14,f,native,0,2,U,1
5-14,f,native,0,2,V,2
5-14,f,native,0,2,P,1
5-14,f,native,0,3,T,20
5-14,f,native,0,3,N,25
5-14,f,native,0,3,D,3
5-14,f,native,0,3,R,8
5-14,f,native,0,3,E,8
5-14,f,native,0,3,X,3
5-14,f,native,0,3,B,16
5-14,f,native,0,3,S,5
5-14,f,native,0,3,U,7
5-14,f,native,0,3,H,3
5-14,f,native,0,3,A,1
5-14,f,native,0,3,C,2
5-14,f,native,0,3,V,2
5-14,f,native,0,4,N,6
5-14,f,native,0,4,T,3
5-14,f,native,0,4,R,2
5-14,f,native,0,4,E,2
5-14,f,native,0,4,D,1
5-14,f,native,0,4,A,1
5-14,f,native,0,4,S,1
5-14,f,native,0,4,B,4
5-14,f,native,0,4,V,2
5-14,f,native,0,5,B,1
5-14,f,native,0,5,R,3
5-14,f,native,0,5,P,1
5-14,f,native,0,5,E,1
5-14,f,native,0,5,N,3
5-14,f,native,0,6,U,1
1-4,f,white,0,1,X,572
1-4,f,white,0,1,T,2331
1-4,f,white,0,1,S,1067
1-4,f,white,0,1,N,4017
1-4,f,white,0,1,R,871
1-4,f,white,0,1,C,1191
1-4,f,white,0,1,U,288
1-4,f,white,0,1,B,553
1-4,f,white,0,1,D,181
1-4,f,white,0,1,E,415
1-4,f,white,0,1,H,80
1-4,f,white,0,1,P,167
1-4,f,white,0,1,F,8
1-4,f,white,0,1,V,38
1-4,f,white,0,2,T,1230
1-4,f,white,0,2,X,1632
1-4,f,white,0,2,H,517
1-4,f,white,0,2,N,1316
1-4,f,white,0,2,R,1135
1-4,f,white,0,2,F,41
1-4,f,white,0,2,P,15
1-4,f,white,0,2,S,251
1-4,f,white,0,2,B,1080
1-4,f,white,0,2,E,214
1-4,f,white,0,2,D,193
1-4,f,white,0,2,C,131
1-4,f,white,0,2,U,269
1-4,f,white,0,2,V,34
1-4,f,white,0,3,S,63
1-4,f,white,0,3,B,569
1-4,f,white,0,3,R,404
1-4,f,white,0,3,T,440
1-4,f,white,0,3,X,155
1-4,f,white,0,3,E,114
1-4,f,white,0,3,U,107
1-4,f,white,0,3,C,57
1-4,f,white,0,3,N,532
1-4,f,white,0,3,D,108
1-4,f,white,0,3,H,77
1-4,f,white,0,3,P,6
1-4,f,white,0,3,A,4
1-4,f,white,0,3,F,2
1-4,f,white,0,3,V,12
1-4,f,white,0,4,E,47
1-4,f,white,0,4,N,129
1-4,f,white,0,4,R,103
1-4,f,white,0,4,T,59
1-4,f,white,0,4,B,140
1-4,f,white,0,4,X,27
1-4,f,white,0,4,D,65
1-4,f,white,0,4,U,34
1-4,f,white,0,4,C,17
1-4,f,white,0,4,S,7
1-4,f,white,0,4,P,3
1-4,f,white,0,4,H,10
1-4,f,white,0,4,F,2
1-4,f,white,0,4,V,5
1-4,f,white,0,4,A,2
1-4,f,white,0,5,B,24
1-4,f,white,0,5,X,9
1-4,f,white,0,5,N,32
1-4,f,white,0,5,R,24
1-4,f,white,0,5,D,15
1-4,f,white,0,5,T,8
1-4,f,white,0,5,E,22
1-4,f,white,0,5,H,6
1-4,f,white,0,5,U,15
1-4,f,white,0,5,S,4
1-4,f,white,0,5,C,4
1-4,f,white,0,5,P,1
1-4,f,white,0,5,V,1
1-4,f,white,0,6,U,5
1-4,f,white,0,6,E,3
1-4,f,white,0,6,D,6
1-4,f,white,0,6,X,3
1-4,f,white,0,6,T,1
1-4,f,white,0,6,B,3
1-4,f,white,0,6,H,1
1-4,f,white,0,6,S,1
1-4,f,white,0,6,N,2
1-4,f,white,0,6,R,1
1-4,f,white,0,7,R,1
1-4,f,white,0,7,U,1
75-84,f,black,0,1,C,72688
75-84,f,black,0,1,N,106902
75-84,f,black,0,1,B,143709
75-84,f,black,0,1,R,38572
75-84,f,black,0,1,T,1870
75-84,f,black,0,1,U,1089
75-84,f,black,0,1,E,22530
75-84,f,black,0,1,A,242
75-84,f,black,0,1,D,9330
75-84,f,black,0,1,X,1064
75-84,f,black,0,1,F,759
75-84,f,black,0,1,P,219
75-84,f,black,0,1,S,1703
75-84,f,black,0,1,H,30
75-84,f,black,0,1,V,9305
75-84,f,black,0,2,N,85430
75-84,f,black,0,2,B,71412
75-84,f,black,0,2,R,44483
75-84,f,black,0,2,E,34415
75-84,f,black,0,2,X,1517
75-84,f,black,0,2,T,1977
75-84,f,black,0,2,S,1228
75-84,f,black,0,2,C,10922
75-84,f,black,0,2,D,7374
75-84,f,black,0,2,F,838
75-84,f,black,0,2,U,1579
75-84,f,black,0,2,A,184
75-84,f,black,0,2,H,151
75-84,f,black,0,2,P,63
75-84,f,black,0,2,V,5142
75-84,f,black,0,3,R,19961
75-84,f,black,0,3,N,35540
75-84,f,black,0,3,B,33692
75-84,f,black,0,3,U,1373
75-84,f,black,0,3,E,23848
75-84,f,black,0,3,T,2228
75-84,f,black,0,3,C,6748
75-84,f,black,0,3,X,795
75-84,f,black,0,3,D,4186
75-84,f,black,0,3,S,476
75-84,f,black,0,3,H,32
75-84,f,black,0,3,F,448
75-84,f,black,0,3,A,147
75-84,f,black,0,3,P,69
75-84,f,black,0,3,V,2494
75-84,f,black,0,4,D,2137
75-84,f,black,0,4,B,9220
75-84,f,black,0,4,N,8707
75-84,f,black,0,4,E,10415
75-84,f,black,0,4,X,331
75-84,f,black,0,4,R,5412
75-84,f,black,0,4,C,2722
75-84,f,black,0,4,T,959
75-84,f,black,0,4,U,1067
75-84,f,black,0,4,A,102
75-84,f,black,0,4,S,216
75-84,f,black,0,4,F,349
75-84,f,black,0,4,P,46
75-84,f,black,0,4,H,6
75-84,f,black,0,4,V,982
75-84,f,black,0,5,R,890
75-84,f,black,0,5,B,1772
75-84,f,black,0,5,N,1702
75-84,f,black,0,5,T,240
75-84,f,black,0,5,E,2478
75-84,f,black,0,5,F,191
75-84,f,black,0,5,U,623
75-84,f,black,0,5,D,766
75-84,f,black,0,5,C,662
75-84,f,black,0,5,X,153
75-84,f,black,0,5,A,39
75-84,f,black,0,5,S,74
75-84,f,black,0,5,H,5
75-84,f,black,0,5,P,25
75-84,f,black,0,5,V,181
75-84,f,black,0,6,R,116
75-84,f,black,0,6,U,185
75-84,f,black,0,6,C,116
75-84,f,black,0,6,E,381
75-84,f,black,0,6,X,56
75-84,f,black,0,6,B,224
75-84,f,black,0,6,D,158
75-84,f,black,0,6,N,192
75-84,f,black,0,6,S,22
75-84,f,black,0,6,T,53
75-84,f,black,0,6,F,54
75-84,f,black,0,6,P,5
75-84,f,black,0,6,H,2
75-84,f,black,0,6,A,5
75-84,f,black,0,6,V,33
75-84,f,black,0,7,U,34
75-84,f,black,0,7,E,60
75-84,f,black,0,7,B,31
75-84,f,black,0,7,C,16
75-84,f,black,0,7,R,13
75-84,f,black,0,7,X,16
75-84,f,black,0,7,S,4
75-84,f,black,0,7,T,3
75-84,f,black,0,7,A,3
75-84,f,black,0,7,D,14
75-84,f,black,0,7,N,24
75-84,f,black,0,7,F,11
75-84,f,black,0,7,P,2
75-84,f,black,0,7,V,3
75-84,f,black,0,8,X,2
75-84,f,black,0,8,B,1
75-84,f,black,0,8,E,5
75-84,f,black,0,8,F,3
75-84,f,black,0,8,C,5
75-84,f,black,0,8,D,2
75-84,f,black,0,8,S,1
75-84,f,black,0,8,U,3
75-84,f,black,0,8,N,1
75-84,f,black,0,8,P,1
75-84,f,black,0,8,V,1
