bucket,sex,race,overall,position,letter,count
UNDER65,f,UNKRACE,0,6,R,667
UNDER65,f,UNKRACE,0,6,P,211
UNDER65,f,UNKRACE,0,6,C,294
UNDER65,f,UNKRACE,0,6,N,1050
UNDER65,f,UNKRACE,0,6,A,265
UNDER65,f,UNKRACE,0,6,F,181
UNDER65,f,UNKRACE,0,6,T,264
UNDER65,f,UNKRACE,0,6,S,103
UNDER65,f,UNKRACE,0,6,H,7
UNDER65,f,UNKRACE,0,7,C,44
UNDER65,f,UNKRACE,0,7,E,173
UNDER65,f,UNKRACE,0,7,U,160
UNDER65,f,UNKRACE,0,7,B,125
UNDER65,f,UNKRACE,0,7,F,59
UNDER65,f,UNKRACE,0,7,X,58
UNDER65,f,UNKRACE,0,7,N,155
UNDER65,f,UNKRACE,0,7,D,97
UNDER65,f,UNKRACE,0,7,T,36
UNDER65,f,UNKRACE,0,7,R,90
UNDER65,f,UNKRACE,0,7,S,15
UNDER65,f,UNKRACE,0,7,A,43
UNDER65,f,UNKRACE,0,7,P,32
UNDER65,f,UNKRACE,0,7,H,1
UNDER65,f,UNKRACE,0,8,R,4
UNDER65,f,UNKRACE,0,8,D,13
UNDER65,f,UNKRACE,0,8,A,8
UNDER65,f,UNKRACE,0,8,X,10
UNDER65,f,UNKRACE,0,8,F,9
UNDER65,f,UNKRACE,0,8,U,14
UNDER65,f,UNKRACE,0,8,E,14
UNDER65,f,UNKRACE,0,8,B,7
UNDER65,f,UNKRACE,0,8,C,7
UNDER65,f,UNKRACE,0,8,S,3
UNDER65,f,UNKRACE,0,8,H,1
UNDER65,f,UNKRACE,0,8,P,10
UNDER65,f,UNKRACE,0,8,N,11
UNDER65,f,UNKRACE,0,8,T,1
35-44,m,UNKRACE,0,1,C,54666
35-44,m,UNKRACE,0,1,E,16123
35-44,m,UNKRACE,0,1,N,71845
35-44,m,UNKRACE,0,1,B,98675
35-44,m,UNKRACE,0,1,S,63363
35-44,m,UNKRACE,0,1,A,18934
35-44,m,UNKRACE,0,1,P,53987
35-44,m,UNKRACE,0,1,X,4537
35-44,m,UNKRACE,0,1,T,61942
35-44,m,UNKRACE,0,1,U,9754
35-44,m,UNKRACE,0,1,D,16264
35-44,m,UNKRACE,0,1,R,16169
35-44,m,UNKRACE,0,1,H,2011
35-44,m,UNKRACE,0,1,F,1225
35-44,m,UNKRACE,0,2,N,54542
35-44,m,UNKRACE,0,2,X,12043
35-44,m,UNKRACE,0,2,U,7579
35-44,m,UNKRACE,0,2,D,20910
35-44,m,UNKRACE,0,2,H,17927
35-44,m,UNKRACE,0,2,R,23673
35-44,m,UNKRACE,0,2,P,8771
35-44,m,UNKRACE,0,2,T,39085
35-44,m,UNKRACE,0,2,A,15198
35-44,m,UNKRACE,0,2,E,19800
35-44,m,UNKRACE,0,2,S,25166
35-44,m,UNKRACE,0,2,C,6785
35-44,m,UNKRACE,0,2,B,43631
35-44,m,UNKRACE,0,2,F,2603
35-44,m,UNKRACE,0,3,B,19303
35-44,m,UNKRACE,0,3,A,9041
35-44,m,UNKRACE,0,3,N,23447
35-44,m,UNKRACE,0,3,T,12737
35-44,m,UNKRACE,0,3,U,7338
35-44,m,UNKRACE,0,3,E,9212
35-44,m,UNKRACE,0,3,P,3766
35-44,m,UNKRACE,0,3,S,2201
35-44,m,UNKRACE,0,3,D,7173
35-44,m,UNKRACE,0,3,R,9997
35-44,m,UNKRACE,0,3,C,2175
35-44,m,UNKRACE,0,3,X,2676
35-44,m,UNKRACE,0,3,F,665
35-44,m,UNKRACE,0,3,H,1772
35-44,m,UNKRACE,0,4,D,2351
35-44,m,UNKRACE,0,4,T,2033
35-44,m,UNKRACE,0,4,U,1287
35-44,m,UNKRACE,0,4,A,3074
35-44,m,UNKRACE,0,4,B,5557
35-44,m,UNKRACE,0,4,N,5860
35-44,m,UNKRACE,0,4,P,1370
35-44,m,UNKRACE,0,4,R,3040
35-44,m,UNKRACE,0,4,C,602
35-44,m,UNKRACE,0,4,E,3367
35-44,m,UNKRACE,0,4,X,928
35-44,m,UNKRACE,0,4,F,266
35-44,m,UNKRACE,0,4,S,424
35-44,m,UNKRACE,0,4,H,95
35-44,m,UNKRACE,0,5,B,1000
35-44,m,UNKRACE,0,5,D,663
35-44,m,UNKRACE,0,5,E,956
35-44,m,UNKRACE,0,5,X,377
35-44,m,UNKRACE,0,5,R,634
35-44,m,UNKRACE,0,5,C,158
35-44,m,UNKRACE,0,5,T,468
35-44,m,UNKRACE,0,5,F,93
35-44,m,UNKRACE,0,5,P,437
35-44,m,UNKRACE,0,5,N,1184
35-44,m,UNKRACE,0,5,U,482
35-44,m,UNKRACE,0,5,H,31
35-44,m,UNKRACE,0,5,A,650
35-44,m,UNKRACE,0,5,S,103
35-44,m,UNKRACE,0,6,U,120
35-44,m,UNKRACE,0,6,P,86
35-44,m,UNKRACE,0,6,R,108
35-44,m,UNKRACE,0,6,N,233
35-44,m,UNKRACE,0,6,B,191
35-44,m,UNKRACE,0,6,X,99
35-44,m,UNKRACE,0,6,A,127
35-44,m,UNKRACE,0,6,E,207
35-44,m,UNKRACE,0,6,D,144
35-44,m,UNKRACE,0,6,C,31
35-44,m,UNKRACE,0,6,T,85
35-44,m,UNKRACE,0,6,S,32
35-44,m,UNKRACE,0,6,F,25
35-44,m,UNKRACE,0,6,H,5
35-44,m,UNKRACE,0,7,D,24
35-44,m,UNKRACE,0,7,A,16
35-44,m,UNKRACE,0,7,B,35
35-44,m,UNKRACE,0,7,E,41
35-44,m,UNKRACE,0,7,N,35
35-44,m,UNKRACE,0,7,H,2
35-44,m,UNKRACE,0,7,C,2
35-44,m,UNKRACE,0,7,T,15
35-44,m,UNKRACE,0,7,X,17
35-44,m,UNKRACE,0,7,R,14
35-44,m,UNKRACE,0,7,U,29
35-44,m,UNKRACE,0,7,S,3
35-44,m,UNKRACE,0,7,P,16
35-44,m,UNKRACE,0,7,F,7
35-44,m,UNKRACE,0,8,B,3
35-44,m,UNKRACE,0,8,X,3
35-44,m,UNKRACE,0,8,N,6
35-44,m,UNKRACE,0,8,R,5
35-44,m,UNKRACE,0,8,U,2
35-44,m,UNKRACE,0,8,F,1
35-44,m,UNKRACE,0,8,A,6
35-44,m,UNKRACE,0,8,P,3
35-44,m,UNKRACE,0,8,E,5
35-44,m,UNKRACE,0,8,D,2
35-44,m,UNKRACE,0,8,H,1
ALL,m,UNKRACE,0,1,C,2683871
ALL,m,UNKRACE,0,1,S,458364
ALL,m,UNKRACE,0,1,N,2141044
ALL,m,UNKRACE,0,1,B,3921615
ALL,m,UNKRACE,0,1,E,422683
ALL,m,UNKRACE,0,1,D,355422
ALL,m,UNKRACE,0,1,T,412444
ALL,m,UNKRACE,0,1,R,1254402
ALL,m,UNKRACE,0,1,A,152837
ALL,m,UNKRACE,0,1,U,64967
ALL,m,UNKRACE,0,1,X,64904
ALL,m,UNKRACE,0,1,P,216548
ALL,m,UNKRACE,0,1,F,41125
ALL,m,UNKRACE,0,1,H,11699
ALL,m,UNKRACE,0,2,T,287886
ALL,m,UNKRACE,0,2,R,1252158
ALL,m,UNKRACE,0,2,N,2226721
ALL,m,UNKRACE,0,2,E,684060
ALL,m,UNKRACE,0,2,H,114135
ALL,m,UNKRACE,0,2,B,1700793
ALL,m,UNKRACE,0,2,C,406791
ALL,m,UNKRACE,0,2,D,366864
ALL,m,UNKRACE,0,2,X,122567
ALL,m,UNKRACE,0,2,A,100102
ALL,m,UNKRACE,0,2,U,92128
ALL,m,UNKRACE,0,2,S,192991
ALL,m,UNKRACE,0,2,P,37047
ALL,m,UNKRACE,0,2,F,50676
ALL,m,UNKRACE,0,3,B,746666
ALL,m,UNKRACE,0,3,N,931921
ALL,m,UNKRACE,0,3,R,474701
ALL,m,UNKRACE,0,3,T,152050
ALL,m,UNKRACE,0,3,X,36693
ALL,m,UNKRACE,0,3,C,202772
ALL,m,UNKRACE,0,3,E,407113
ALL,m,UNKRACE,0,3,U,66759
ALL,m,UNKRACE,0,3,D,156461
ALL,m,UNKRACE,0,3,A,66436
ALL,m,UNKRACE,0,3,P,17791
ALL,m,UNKRACE,0,3,S,35600
ALL,m,UNKRACE,0,3,F,23407
ALL,m,UNKRACE,0,3,H,11193
ALL,m,UNKRACE,0,4,R,121384
ALL,m,UNKRACE,0,4,U,35778
ALL,m,UNKRACE,0,4,N,235859
ALL,m,UNKRACE,0,4,D,60129
ALL,m,UNKRACE,0,4,E,159280
ALL,m,UNKRACE,0,4,B,177928
ALL,m,UNKRACE,0,4,T,34872
ALL,m,UNKRACE,0,4,P,7756
ALL,m,UNKRACE,0,4,X,14631
ALL,m,UNKRACE,0,4,C,65515
ALL,m,UNKRACE,0,4,A,29015
ALL,m,UNKRACE,0,4,S,11146
ALL,m,UNKRACE,0,4,F,16346
ALL,m,UNKRACE,0,4,H,661
ALL,m,UNKRACE,0,5,A,7418
ALL,m,UNKRACE,0,5,P,2671
ALL,m,UNKRACE,0,5,D,16410
ALL,m,UNKRACE,0,5,B,34058
ALL,m,UNKRACE,0,5,R,22598
ALL,m,UNKRACE,0,5,E,34894
ALL,m,UNKRACE,0,5,N,41715
ALL,m,UNKRACE,0,5,U,18231
ALL,m,UNKRACE,0,5,C,13480
ALL,m,UNKRACE,0,5,F,6999
ALL,m,UNKRACE,0,5,S,3060
ALL,m,UNKRACE,0,5,X,6226
ALL,m,UNKRACE,0,5,T,7833
ALL,m,UNKRACE,0,5,H,212
ALL,m,UNKRACE,0,6,B,5602
ALL,m,UNKRACE,0,6,A,1506
ALL,m,UNKRACE,0,6,N,6034
ALL,m,UNKRACE,0,6,U,5154
ALL,m,UNKRACE,0,6,E,6659
ALL,m,UNKRACE,0,6,D,3162
ALL,m,UNKRACE,0,6,C,2437
ALL,m,UNKRACE,0,6,X,1706
ALL,m,UNKRACE,0,6,R,3451
ALL,m,UNKRACE,0,6,T,1274
ALL,m,UNKRACE,0,6,F,1836
ALL,m,UNKRACE,0,6,S,744
ALL,m,UNKRACE,0,6,P,592
ALL,m,UNKRACE,0,6,H,42
ALL,m,UNKRACE,0,7,E,939
ALL,m,UNKRACE,0,7,U,990
ALL,m,UNKRACE,0,7,R,428
ALL,m,UNKRACE,0,7,B,727
ALL,m,UNKRACE,0,7,N,779
ALL,m,UNKRACE,0,7,F,381
ALL,m,UNKRACE,0,7,A,231
ALL,m,UNKRACE,0,7,D,490
ALL,m,UNKRACE,0,7,X,325
ALL,m,UNKRACE,0,7,T,204
ALL,m,UNKRACE,0,7,C,404
ALL,m,UNKRACE,0,7,P,117
ALL,m,UNKRACE,0,7,S,116
ALL,m,UNKRACE,0,7,H,8
ALL,m,UNKRACE,0,8,N,85
ALL,m,UNKRACE,0,8,E,90
ALL,m,UNKRACE,0,8,C,59
ALL,m,UNKRACE,0,8,B,73
ALL,m,UNKRACE,0,8,U,104
ALL,m,UNKRACE,0,8,X,39
ALL,m,UNKRACE,0,8,F,61
ALL,m,UNKRACE,0,8,P,24
ALL,m,UNKRACE,0,8,S,16
ALL,m,UNKRACE,0,8,A,35
ALL,m,UNKRACE,0,8,D,56
ALL,m,UNKRACE,0,8,T,13
ALL,m,UNKRACE,0,8,R,35
ALL,m,UNKRACE,0,8,H,3
UNDER65,m,UNKRACE,0,1,C,837537
UNDER65,m,UNKRACE,0,1,E,145002
UNDER65,m,UNKRACE,0,1,B,1008460
UNDER65,m,UNKRACE,0,1,T,334314
UNDER65,m,UNKRACE,0,1,N,517893
UNDER65,m,UNKRACE,0,1,A,121590
UNDER65,m,UNKRACE,0,1,S,344274
UNDER65,m,UNKRACE,0,1,R,217745
UNDER65,m,UNKRACE,0,1,U,45536
UNDER65,m,UNKRACE,0,1,D,153821
UNDER65,m,UNKRACE,0,1,X,29206
UNDER65,m,UNKRACE,0,1,P,209917
UNDER65,m,UNKRACE,0,1,F,8970
UNDER65,m,UNKRACE,0,1,H,10731
UNDER65,m,UNKRACE,0,2,N,591722
UNDER65,m,UNKRACE,0,2,E,208985
UNDER65,m,UNKRACE,0,2,H,109085
UNDER65,m,UNKRACE,0,2,B,417559
UNDER65,m,UNKRACE,0,2,T,214270
UNDER65,m,UNKRACE,0,2,D,183061
UNDER65,m,UNKRACE,0,2,X,70587
UNDER65,m,UNKRACE,0,2,R,271203
UNDER65,m,UNKRACE,0,2,A,82859
UNDER65,m,UNKRACE,0,2,S,124865
UNDER65,m,UNKRACE,0,2,C,99739
UNDER65,m,UNKRACE,0,2,U,46465
UNDER65,m,UNKRACE,0,2,P,34636
UNDER65,m,UNKRACE,0,2,F,17086
UNDER65,m,UNKRACE,0,3,B,190661
UNDER65,m,UNKRACE,0,3,N,262244
UNDER65,m,UNKRACE,0,3,R,115117
UNDER65,m,UNKRACE,0,3,C,41242
UNDER65,m,UNKRACE,0,3,E,101257
UNDER65,m,UNKRACE,0,3,T,84741
UNDER65,m,UNKRACE,0,3,U,35777
UNDER65,m,UNKRACE,0,3,D,66841
UNDER65,m,UNKRACE,0,3,X,15863
UNDER65,m,UNKRACE,0,3,A,52789
UNDER65,m,UNKRACE,0,3,P,16264
UNDER65,m,UNKRACE,0,3,S,12663
UNDER65,m,UNKRACE,0,3,F,4590
UNDER65,m,UNKRACE,0,3,H,10368
UNDER65,m,UNKRACE,0,4,R,33506
UNDER65,m,UNKRACE,0,4,U,9558
UNDER65,m,UNKRACE,0,4,D,21378
UNDER65,m,UNKRACE,0,4,E,40108
UNDER65,m,UNKRACE,0,4,N,68042
UNDER65,m,UNKRACE,0,4,T,13815
UNDER65,m,UNKRACE,0,4,P,6924
UNDER65,m,UNKRACE,0,4,X,5800
UNDER65,m,UNKRACE,0,4,A,21485
UNDER65,m,UNKRACE,0,4,B,52273
UNDER65,m,UNKRACE,0,4,C,11905
UNDER65,m,UNKRACE,0,4,F,2267
UNDER65,m,UNKRACE,0,4,S,2772
UNDER65,m,UNKRACE,0,4,H,514
UNDER65,m,UNKRACE,0,5,A,5073
UNDER65,m,UNKRACE,0,5,P,2369
UNDER65,m,UNKRACE,0,5,D,5819
UNDER65,m,UNKRACE,0,5,B,10300
UNDER65,m,UNKRACE,0,5,R,6938
UNDER65,m,UNKRACE,0,5,E,10265
UNDER65,m,UNKRACE,0,5,N,12651
UNDER65,m,UNKRACE,0,5,C,2474
UNDER65,m,UNKRACE,0,5,U,4035
UNDER65,m,UNKRACE,0,5,T,3266
UNDER65,m,UNKRACE,0,5,X,2294
UNDER65,m,UNKRACE,0,5,F,986
UNDER65,m,UNKRACE,0,5,S,816
UNDER65,m,UNKRACE,0,5,H,147
UNDER65,m,UNKRACE,0,6,B,1793
UNDER65,m,UNKRACE,0,6,A,963
UNDER65,m,UNKRACE,0,6,N,2069
UNDER65,m,UNKRACE,0,6,U,1193
UNDER65,m,UNKRACE,0,6,E,1987
UNDER65,m,UNKRACE,0,6,C,443
UNDER65,m,UNKRACE,0,6,X,664
UNDER65,m,UNKRACE,0,6,D,1141
UNDER65,m,UNKRACE,0,6,R,1223
UNDER65,m,UNKRACE,0,6,P,524
UNDER65,m,UNKRACE,0,6,T,496
UNDER65,m,UNKRACE,0,6,F,348
UNDER65,m,UNKRACE,0,6,S,205
UNDER65,m,UNKRACE,0,6,H,34
UNDER65,m,UNKRACE,0,7,E,331
UNDER65,m,UNKRACE,0,7,U,262
UNDER65,m,UNKRACE,0,7,R,161
UNDER65,m,UNKRACE,0,7,A,152
UNDER65,m,UNKRACE,0,7,D,179
UNDER65,m,UNKRACE,0,7,B,269
UNDER65,m,UNKRACE,0,7,N,270
UNDER65,m,UNKRACE,0,7,T,85
UNDER65,m,UNKRACE,0,7,C,58
UNDER65,m,UNKRACE,0,7,F,76
UNDER65,m,UNKRACE,0,7,X,144
UNDER65,m,UNKRACE,0,7,H,8
UNDER65,m,UNKRACE,0,7,P,100
UNDER65,m,UNKRACE,0,7,S,34
UNDER65,m,UNKRACE,0,8,N,37
UNDER65,m,UNKRACE,0,8,E,36
UNDER65,m,UNKRACE,0,8,X,15
UNDER65,m,UNKRACE,0,8,B,27
UNDER65,m,UNKRACE,0,8,P,22
UNDER65,m,UNKRACE,0,8,C,12
UNDER65,m,UNKRACE,0,8,U,33
UNDER65,m,UNKRACE,0,8,T,9
UNDER65,m,UNKRACE,0,8,F,15
UNDER65,m,UNKRACE,0,8,A,21
UNDER65,m,UNKRACE,0,8,R,12
UNDER65,m,UNKRACE,0,8,S,5
UNDER65,m,UNKRACE,0,8,D,17
UNDER65,m,UNKRACE,0,8,H,3
75-84,m,UNKRACE,0,1,S,43049
75-84,m,UNKRACE,0,1,C,772268
75-84,m,UNKRACE,0,1,B,1135700
75-84,m,UNKRACE,0,1,D,78583
75-84,m,UNKRACE,0,1,N,581591
75-84,m,UNKRACE,0,1,R,432740
75-84,m,UNKRACE,0,1,E,112267
75-84,m,UNKRACE,0,1,A,8152
75-84,m,UNKRACE,0,1,T,27543
75-84,m,UNKRACE,0,1,U,7748
75-84,m,UNKRACE,0,1,X,13327
75-84,m,UNKRACE,0,1,F,12761
75-84,m,UNKRACE,0,1,H,220
75-84,m,UNKRACE,0,1,P,1537
75-84,m,UNKRACE,0,2,T,27638
75-84,m,UNKRACE,0,2,N,650155
75-84,m,UNKRACE,0,2,C,127573
75-84,m,UNKRACE,0,2,U,19041
75-84,m,UNKRACE,0,2,R,404837
75-84,m,UNKRACE,0,2,A,4736
75-84,m,UNKRACE,0,2,B,518905
75-84,m,UNKRACE,0,2,E,192430
75-84,m,UNKRACE,0,2,D,69351
75-84,m,UNKRACE,0,2,S,25063
75-84,m,UNKRACE,0,2,X,18414
75-84,m,UNKRACE,0,2,H,1090
75-84,m,UNKRACE,0,2,F,13384
75-84,m,UNKRACE,0,2,P,647
75-84,m,UNKRACE,0,3,T,26982
75-84,m,UNKRACE,0,3,C,68035
75-84,m,UNKRACE,0,3,N,275432
75-84,m,UNKRACE,0,3,R,149125
75-84,m,UNKRACE,0,3,B,229009
75-84,m,UNKRACE,0,3,E,127761
75-84,m,UNKRACE,0,3,D,35390
75-84,m,UNKRACE,0,3,U,11733
75-84,m,UNKRACE,0,3,X,8042
75-84,m,UNKRACE,0,3,S,8488
75-84,m,UNKRACE,0,3,A,4015
75-84,m,UNKRACE,0,3,F,6652
75-84,m,UNKRACE,0,3,P,468
75-84,m,UNKRACE,0,3,H,162
75-84,m,UNKRACE,0,4,U,9853
75-84,m,UNKRACE,0,4,N,71252
75-84,m,UNKRACE,0,4,B,52447
75-84,m,UNKRACE,0,4,R,36654
75-84,m,UNKRACE,0,4,C,22736
75-84,m,UNKRACE,0,4,E,50363
75-84,m,UNKRACE,0,4,S,3180
75-84,m,UNKRACE,0,4,F,5143
75-84,m,UNKRACE,0,4,T,8515
75-84,m,UNKRACE,0,4,D,15795
75-84,m,UNKRACE,0,4,X,3439
75-84,m,UNKRACE,0,4,A,2404
75-84,m,UNKRACE,0,4,H,40
75-84,m,UNKRACE,0,4,P,240
75-84,m,UNKRACE,0,5,B,9800
75-84,m,UNKRACE,0,5,U,5653
75-84,m,UNKRACE,0,5,N,12191
75-84,m,UNKRACE,0,5,R,6559
75-84,m,UNKRACE,0,5,C,4867
75-84,m,UNKRACE,0,5,X,1553
75-84,m,UNKRACE,0,5,D,4440
75-84,m,UNKRACE,0,5,F,2346
75-84,m,UNKRACE,0,5,E,10424
75-84,m,UNKRACE,0,5,T,1876
75-84,m,UNKRACE,0,5,S,896
75-84,m,UNKRACE,0,5,A,726
75-84,m,UNKRACE,0,5,H,20
75-84,m,UNKRACE,0,5,P,96
75-84,m,UNKRACE,0,6,E,2006
75-84,m,UNKRACE,0,6,U,1577
75-84,m,UNKRACE,0,6,N,1598
75-84,m,UNKRACE,0,6,X,416
75-84,m,UNKRACE,0,6,B,1588
75-84,m,UNKRACE,0,6,R,920
75-84,m,UNKRACE,0,6,T,336
75-84,m,UNKRACE,0,6,F,597
75-84,m,UNKRACE,0,6,C,843
75-84,m,UNKRACE,0,6,D,839
75-84,m,UNKRACE,0,6,A,176
75-84,m,UNKRACE,0,6,S,207
75-84,m,UNKRACE,0,6,P,13
75-84,m,UNKRACE,0,6,H,3
75-84,m,UNKRACE,0,7,U,311
75-84,m,UNKRACE,0,7,E,270
75-84,m,UNKRACE,0,7,F,123
75-84,m,UNKRACE,0,7,D,116
75-84,m,UNKRACE,0,7,X,85
75-84,m,UNKRACE,0,7,C,167
75-84,m,UNKRACE,0,7,N,199
75-84,m,UNKRACE,0,7,B,194
75-84,m,UNKRACE,0,7,R,113
75-84,m,UNKRACE,0,7,P,8
75-84,m,UNKRACE,0,7,S,33
75-84,m,UNKRACE,0,7,T,41
75-84,m,UNKRACE,0,7,A,23
75-84,m,UNKRACE,0,8,C,20
75-84,m,UNKRACE,0,8,B,14
75-84,m,UNKRACE,0,8,U,28
75-84,m,UNKRACE,0,8,S,8
75-84,m,UNKRACE,0,8,A,8
75-84,m,UNKRACE,0,8,E,25
75-84,m,UNKRACE,0,8,F,18
75-84,m,UNKRACE,0,8,N,17
75-84,m,UNKRACE,0,8,D,19
75-84,m,UNKRACE,0,8,R,9
75-84,m,UNKRACE,0,8,X,8
75-84,m,UNKRACE,0,8,T,2
PLUS65,m,UNKRACE,0,1,S,112420
PLUS65,m,UNKRACE,0,1,N,1490828
PLUS65,m,UNKRACE,0,1,B,2909820
PLUS65,m,UNKRACE,0,1,C,1845676
PLUS65,m,UNKRACE,0,1,D,199969
PLUS65,m,UNKRACE,0,1,R,1033262
PLUS65,m,UNKRACE,0,1,X,34156
PLUS65,m,UNKRACE,0,1,A,31204
PLUS65,m,UNKRACE,0,1,T,72517
PLUS65,m,UNKRACE,0,1,E,276489
PLUS65,m,UNKRACE,0,1,P,6442
PLUS65,m,UNKRACE,0,1,U,19107
PLUS65,m,UNKRACE,0,1,F,32135
PLUS65,m,UNKRACE,0,1,H,697
PLUS65,m,UNKRACE,0,2,T,71165
PLUS65,m,UNKRACE,0,2,R,975990
PLUS65,m,UNKRACE,0,2,N,1629483
PLUS65,m,UNKRACE,0,2,C,306831
PLUS65,m,UNKRACE,0,2,E,473514
PLUS65,m,UNKRACE,0,2,B,1275098
PLUS65,m,UNKRACE,0,2,D,180747
PLUS65,m,UNKRACE,0,2,U,45026
PLUS65,m,UNKRACE,0,2,A,17192
PLUS65,m,UNKRACE,0,2,S,67639
PLUS65,m,UNKRACE,0,2,X,47143
PLUS65,m,UNKRACE,0,2,H,3669
PLUS65,m,UNKRACE,0,2,F,33500
PLUS65,m,UNKRACE,0,2,P,2349
PLUS65,m,UNKRACE,0,3,B,554012
PLUS65,m,UNKRACE,0,3,T,66149
PLUS65,m,UNKRACE,0,3,N,668386
PLUS65,m,UNKRACE,0,3,X,20365
PLUS65,m,UNKRACE,0,3,E,305320
PLUS65,m,UNKRACE,0,3,C,161480
PLUS65,m,UNKRACE,0,3,D,88889
PLUS65,m,UNKRACE,0,3,R,357982
PLUS65,m,UNKRACE,0,3,A,13630
PLUS65,m,UNKRACE,0,3,U,30734
PLUS65,m,UNKRACE,0,3,S,22749
PLUS65,m,UNKRACE,0,3,F,18812
PLUS65,m,UNKRACE,0,3,H,545
PLUS65,m,UNKRACE,0,3,P,1510
PLUS65,m,UNKRACE,0,4,N,167592
PLUS65,m,UNKRACE,0,4,R,87621
PLUS65,m,UNKRACE,0,4,B,125347
PLUS65,m,UNKRACE,0,4,U,26130
PLUS65,m,UNKRACE,0,4,E,119029
PLUS65,m,UNKRACE,0,4,C,53601
PLUS65,m,UNKRACE,0,4,D,38555
PLUS65,m,UNKRACE,0,4,S,8353
PLUS65,m,UNKRACE,0,4,T,20906
PLUS65,m,UNKRACE,0,4,F,14071
PLUS65,m,UNKRACE,0,4,X,8759
PLUS65,m,UNKRACE,0,4,A,7518
PLUS65,m,UNKRACE,0,4,H,113
PLUS65,m,UNKRACE,0,4,P,820
PLUS65,m,UNKRACE,0,5,R,15615
PLUS65,m,UNKRACE,0,5,B,23713
PLUS65,m,UNKRACE,0,5,U,14165
PLUS65,m,UNKRACE,0,5,N,29036
PLUS65,m,UNKRACE,0,5,C,11001
PLUS65,m,UNKRACE,0,5,D,10560
PLUS65,m,UNKRACE,0,5,A,2345
PLUS65,m,UNKRACE,0,5,F,6013
PLUS65,m,UNKRACE,0,5,S,2235
PLUS65,m,UNKRACE,0,5,E,24614
PLUS65,m,UNKRACE,0,5,X,3913
PLUS65,m,UNKRACE,0,5,T,4553
PLUS65,m,UNKRACE,0,5,H,57
PLUS65,m,UNKRACE,0,5,P,301
PLUS65,m,UNKRACE,0,6,U,3955
PLUS65,m,UNKRACE,0,6,N,3962
PLUS65,m,UNKRACE,0,6,E,4670
PLUS65,m,UNKRACE,0,6,D,2017
PLUS65,m,UNKRACE,0,6,X,1037
PLUS65,m,UNKRACE,0,6,B,3802
PLUS65,m,UNKRACE,0,6,R,2221
PLUS65,m,UNKRACE,0,6,T,778
PLUS65,m,UNKRACE,0,6,F,1488
PLUS65,m,UNKRACE,0,6,S,537
PLUS65,m,UNKRACE,0,6,C,1993
PLUS65,m,UNKRACE,0,6,A,543
PLUS65,m,UNKRACE,0,6,P,68
PLUS65,m,UNKRACE,0,6,H,8
PLUS65,m,UNKRACE,0,7,E,608
PLUS65,m,UNKRACE,0,7,U,727
PLUS65,m,UNKRACE,0,7,B,458
PLUS65,m,UNKRACE,0,7,N,509
PLUS65,m,UNKRACE,0,7,F,305
PLUS65,m,UNKRACE,0,7,D,311
PLUS65,m,UNKRACE,0,7,X,181
PLUS65,m,UNKRACE,0,7,C,346
PLUS65,m,UNKRACE,0,7,R,266
PLUS65,m,UNKRACE,0,7,P,17
PLUS65,m,UNKRACE,0,7,T,119
PLUS65,m,UNKRACE,0,7,S,82
PLUS65,m,UNKRACE,0,7,A,78
PLUS65,m,UNKRACE,0,8,C,47
PLUS65,m,UNKRACE,0,8,B,46
PLUS65,m,UNKRACE,0,8,U,71
PLUS65,m,UNKRACE,0,8,X,24
PLUS65,m,UNKRACE,0,8,F,46
PLUS65,m,UNKRACE,0,8,N,48
PLUS65,m,UNKRACE,0,8,S,11
PLUS65,m,UNKRACE,0,8,E,54
PLUS65,m,UNKRACE,0,8,A,14
PLUS65,m,UNKRACE,0,8,D,39
PLUS65,m,UNKRACE,0,8,R,23
PLUS65,m,UNKRACE,0,8,P,2
PLUS65,m,UNKRACE,0,8,T,4
85+,m,UNKRACE,0,1,N,605324
85+,m,UNKRACE,0,1,B,1044553
85+,m,UNKRACE,0,1,R,341514
85+,m,UNKRACE,0,1,X,12777
85+,m,UNKRACE,0,1,C,367264
85+,m,UNKRACE,0,1,D,54558
85+,m,UNKRACE,0,1,T,15295
85+,m,UNKRACE,0,1,A,1415
85+,m,UNKRACE,0,1,P,701
85+,m,UNKRACE,0,1,E,70202
85+,m,UNKRACE,0,1,S,32550
85+,m,UNKRACE,0,1,U,3621
85+,m,UNKRACE,0,1,F,13654
85+,m,UNKRACE,0,1,H,71
85+,m,UNKRACE,0,2,R,313977
85+,m,UNKRACE,0,2,C,82374
85+,m,UNKRACE,0,2,E,130156
85+,m,UNKRACE,0,2,N,538899
85+,m,UNKRACE,0,2,B,422078
85+,m,UNKRACE,0,2,U,8366
85+,m,UNKRACE,0,2,X,15940
85+,m,UNKRACE,0,2,S,27442
85+,m,UNKRACE,0,2,T,17443
85+,m,UNKRACE,0,2,D,43934
85+,m,UNKRACE,0,2,F,12917
85+,m,UNKRACE,0,2,H,309
85+,m,UNKRACE,0,2,A,952
85+,m,UNKRACE,0,2,P,286
85+,m,UNKRACE,0,3,B,172509
85+,m,UNKRACE,0,3,N,191055
85+,m,UNKRACE,0,3,R,109651
85+,m,UNKRACE,0,3,T,19031
85+,m,UNKRACE,0,3,E,88328
85+,m,UNKRACE,0,3,D,24591
85+,m,UNKRACE,0,3,U,10175
